,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
186,camel-core-2.21.5,GenericFileRenameProcessStrategy,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,3,53,53,false,MethodDeclaration Modifier static public BasicType byte decodeBlobVar FormalParameter ReferenceType PositionedByteRange src LocalVariableDeclaration Modifier final BasicType byte VariableDeclarator header MethodInvocation src get IfStatement BinaryOperation || BinaryOperation == MemberReference header MemberReference NULL BinaryOperation == MemberReference header MethodInvocation DESCENDING MemberReference NULL apply BlockStatement ReturnStatement Literal null End,14,0,5,0,1,0
1252,camel-core-2.24.2,XmlConverter,REC_CATCH_EXCEPTION,STYLE,3,631,631,false,MethodDeclaration Modifier private ReferenceType NodeProbe connect TryStatement IfStatement MethodInvocation username isEmpty StatementExpression Assignment MemberReference nodeClient MethodInvocation nodeProbeFactory MemberReference host MethodInvocation MemberReference port parseInt create = End CatchClause CatchClauseParameter IOException e,6,2,1,0,2,2
923,camel-core-2.23.3,StaxConverter,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,2,329,329,true,MethodDeclaration Modifier static public BasicType byte copy FormalParameter BasicType byte bytes FormalParameter Modifier final BasicType int offset FormalParameter Modifier final BasicType int length IfStatement BinaryOperation == MemberReference bytes Literal null ReturnStatement Literal null End,5,0,1,0,0,0
6100,flink-core-1.8.0,BinaryInputFormat,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,179,179,false,,10,5,3,1,4,3
26,beam-runners-core-java-2.24.0,MonitoringInfoMetricName,DM_STRING_TOSTRING,PERFORMANCE,3,117,117,false,MethodDeclaration Modifier public Annotation Override BasicType int getKeyColumns FormalParameter BasicType int inputNum IfStatement BinaryOperation == MemberReference inputNum Literal 0 BlockStatement IfStatement BinaryOperation == MemberReference inputNum Literal 1 BlockStatement ReturnStatement This MemberReference keyFields2 End End,5,2,0,1,1,2
2155,cassandra-all-2.2.18,ActiveRepairService,BC_UNCONFIRMED_CAST,STYLE,3,477,477,false,MethodDeclaration Modifier private static appendFullDigits FormalParameter Modifier final ReferenceType Appendable buffer FormalParameter BasicType int value FormalParameter BasicType int minFieldWidth IOException IfStatement BinaryOperation < MemberReference value Literal 10000 BlockStatement IfStatement BinaryOperation < MemberReference value Literal 1000 BlockStatement StatementExpression MemberReference -- nDigits IfStatement BinaryOperation < MemberReference value Literal 100 BlockStatement StatementExpression MemberReference -- nDigits IfStatement BinaryOperation < MemberReference value Literal 10 BlockStatement StatementExpression MemberReference -- nDigits End End End SwitchStatement MemberReference nDigits SwitchStatementCase Literal 4 StatementExpression Assignment MemberReference value Literal 1000 %= SwitchStatementCase Literal 3 IfStatement BinaryOperation >= MemberReference value Literal 100 BlockStatement End End End,10,8,4,1,4,4
2015,cassandra-all-2.1.21,MessagingService,BC_UNCONFIRMED_CAST,STYLE,3,381,381,false,MethodDeclaration Modifier public Annotation Override ReferenceType ServiceChooser newInstance FormalParameter ReferenceType CamelContext camelContext Exception LocalVariableDeclaration ReferenceType ServiceChooserFactory VariableDeclarator factory MethodInvocation CamelContextHelper MemberReference camelContext MemberReference factoryKey ClassReference ReferenceType ServiceChooserFactory lookup IfStatement BinaryOperation != MemberReference factory Literal null BlockStatement BlockStatement TryStatement StatementExpression Assignment MemberReference type MethodInvocation camelContext MethodInvocation MemberReference factoryKey findClass MemberReference ServiceCallDefinitionConstants RESOURCE_PATH getFactoryFinder = CatchClause CatchClauseParameter Exception e IfStatement BinaryOperation != MemberReference type Literal null BlockStatement IfStatement ClassReference MethodInvocation MemberReference type isAssignableFrom ReferenceType ServiceChooserFactory BlockStatement StatementExpression Assignment MemberReference factory Cast ReferenceType ServiceChooserFactory MethodInvocation camelContext MethodInvocation MemberReference type newInstance getInjector = End End TryStatement StatementExpression Assignment MemberReference answer MethodInvocation factory MemberReference camelContext newInstance = CatchClause CatchClauseParameter Exception e End,6,3,1,1,2,5
6098,flink-core-1.8.0,BigIntComparator,ICAST_QUESTIONABLE_UNSIGNED_RIGHT_SHIFT,STYLE,2,91,91,false,,14,8,3,2,5,4
6921,kylin-core-common-2.6.0,PerfLogger,DM_NUMBER_CTOR,PERFORMANCE,2,47,47,false,,4,2,0,2,1,2
1162,camel-core-2.24.2,MulticastProcessor,RV_RETURN_VALUE_OF_PUTIFABSENT_IGNORED,MT_CORRECTNESS,2,1118,1118,true,MethodDeclaration Modifier static public hash3_x64_128 FormalParameter ReferenceType ByteBuffer key FormalParameter BasicType int offset FormalParameter BasicType int length FormalParameter BasicType long seed FormalParameter BasicType long result LocalVariableDeclaration Modifier final BasicType int VariableDeclarator nblocks BinaryOperation >> MemberReference length Literal 4 StatementExpression Assignment MemberReference offset BinaryOperation * MemberReference nblocks Literal 16 += SwitchStatement BinaryOperation & MemberReference length Literal 15 SwitchStatementCase Literal 15 StatementExpression Assignment MemberReference k2 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + MemberReference offset Literal 14 get Literal 48 ^= SwitchStatementCase Literal 14 StatementExpression Assignment MemberReference k2 BinaryOperation << Cast BasicType long MethodInvocation key BinaryOperation + MemberReference offset Literal 13 get Literal 40 ^= End,17,11,4,5,6,5
5326,commons-lang-bc8a3b9d8428bfcdfbce67e9010cf0aa27e6c8a6,ArrayUtils,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,2,1232,1232,false,,3,1,0,2,1,2
3325,cassandra-all-3.11.8,Cql_Parser,SF_SWITCH_NO_DEFAULT,STYLE,2,2926,2965,false,MethodDeclaration Modifier public ReferenceType BigInteger valueForToken FormalParameter ReferenceType Token token ReturnStatement MethodInvocation BigInteger Cast ReferenceType LongToken MemberReference token valueOf,40,31,8,14,6,6
1022,camel-core-2.24.2,ControlBusProducer,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,86,86,true,MethodDeclaration Modifier public unionFields FormalParameter ReferenceType Record other LocalVariableDeclaration Modifier final BasicType int VariableDeclarator maxFields MethodInvocation Math This MemberReference numFields MemberReference other numFields max IfStatement BinaryOperation || BinaryOperation == This MemberReference readFields Literal null BinaryOperation < This MemberReference readFields MemberReference length MemberReference maxFields BlockStatement LocalVariableDeclaration Modifier final ReferenceType Value VariableDeclarator na ArrayCreator ReferenceType Value MemberReference maxFields StatementExpression MethodInvocation System This MemberReference readFields Literal 0 MemberReference na Literal 0 This MemberReference readFields MemberReference length arraycopy End,6,3,1,3,2,3
2178,cassandra-all-2.2.18,BulkRecordWriter,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,2,141,141,false,"MethodDeclaration ReferenceType String fileName ReturnStatement TernaryExpression MethodInvocation absolutePath isPresent MethodInvocation Paths MethodInvocation getFileName MethodInvocation toString MethodInvocation absolutePath get get Literal """"",6,3,1,3,2,3
1818,cassandra-all-2.1.21,CqlLexer,SF_SWITCH_NO_DEFAULT,STYLE,2,5060,5939,false,"MethodDeclaration Modifier private static ReferenceType OutputStreamWriter createStream IOException LocalVariableDeclaration ReferenceType Path VariableDeclarator compactionLog MethodInvocation Paths MemberReference logDirectory Literal ""compaction.log"" get ReturnStatement ClassCreator ReferenceType OutputStreamWriter MethodInvocation Files MemberReference compactionLog MemberReference StandardOpenOption CREATE_NEW MemberReference StandardOpenOption WRITE newOutputStream",635,380,253,127,128,5
1114,camel-core-2.24.2,InMemorySagaService,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,82,82,true,MethodDeclaration Modifier private prepareWriter IOException IfStatement BinaryOperation == MemberReference outputDir Literal null BlockStatement StatementExpression Assignment MemberReference outputDir ClassCreator ReferenceType File BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + MethodInvocation getOutputLocation MemberReference File separator MemberReference keyspace MemberReference File separator MethodInvocation ConfigHelper MemberReference conf getOutputColumnFamily = StatementExpression MethodInvocation outputDir mkdirs End,6,2,1,1,2,3
5497,commons-scxml-d561e67d8c01f94313f4231e635e4edd3e91e73e,SCInstance,WMI_WRONG_MAP_ITERATOR,PERFORMANCE,2,190,190,false,,12,6,4,5,5,6
3116,cassandra-all-3.0.22,TopPartitions,BX_UNBOXING_IMMEDIATELY_REBOXED,PERFORMANCE,2,100,100,true,MethodDeclaration Modifier public ReferenceType String getText ReturnStatement MethodInvocation text toString,13,8,2,8,3,3
2546,cassandra-all-2.2.18,StreamSession,BC_UNCONFIRMED_CAST,STYLE,3,472,472,false,MethodDeclaration Modifier public BasicType boolean hasNext ReturnStatement MethodInvocation iter hasNext,6,4,3,1,3,4
4330,cassandra-all-4.0-beta2,JKSKeyProvider,DM_CONVERT_CASE,I18N,3,67,67,false,,4,2,1,1,2,2
6676,hbase-common-1.6.0,OrderedBytes,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,STYLE,3,513,513,false,,14,8,3,7,4,3
3097,cassandra-all-3.0.22,StreamSession,SF_SWITCH_NO_DEFAULT,STYLE,2,489,510,false,"MethodDeclaration Modifier public Annotation SuppressWarnings ElementArrayValue Literal ""deprecation"" Literal ""unchecked"" ReferenceType Object getManagedObjectForProcessor FormalParameter ReferenceType CamelContext context FormalParameter ReferenceType Processor processor FormalParameter ReferenceType ProcessorDefinition TypeArgument ? definition FormalParameter ReferenceType Route route IfStatement BinaryOperation instanceof MemberReference definition ReferenceType RecipientListDefinition BlockStatement LocalVariableDeclaration ReferenceType Iterator TypeArgument ReferenceType Processor VariableDeclarator it MethodInvocation pipeline MethodInvocation iterator getProcessors WhileStatement MethodInvocation it hasNext BlockStatement StatementExpression Assignment MemberReference processor MethodInvocation it next = End IfStatement BinaryOperation instanceof MemberReference definition ReferenceType ThreadsDefinition BlockStatement LocalVariableDeclaration ReferenceType Iterator TypeArgument ReferenceType Processor VariableDeclarator it MethodInvocation pipeline MethodInvocation iterator getProcessors StatementExpression Assignment MemberReference processor MethodInvocation it next = End End WhileStatement BinaryOperation != MemberReference target Literal null BlockStatement IfStatement BinaryOperation instanceof MemberReference target ReferenceType ErrorHandler BlockStatement End IfStatement BinaryOperation instanceof MemberReference target ReferenceType ConvertBodyProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedConvertBody MemberReference context Cast ReferenceType ConvertBodyProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ChoiceProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedChoice MemberReference context Cast ReferenceType ChoiceProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ClaimCheckProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedClaimCheck MemberReference context Cast ReferenceType ClaimCheckProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType Delayer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedDelayer MemberReference context Cast ReferenceType Delayer MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType Throttler BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedThrottler MemberReference context Cast ReferenceType Throttler MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType DynamicRouter BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedDynamicRouter MemberReference context Cast ReferenceType DynamicRouter MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType DynamicRouterDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RoutingSlip BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRoutingSlip MemberReference context Cast ReferenceType RoutingSlip MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType RoutingSlipDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType FilterProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedFilter MemberReference context Cast ReferenceType FilterProcessor MemberReference target Cast ReferenceType ExpressionNode MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType LogProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedLog MemberReference context Cast ReferenceType LogProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType LoopProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedLoop MemberReference context Cast ReferenceType LoopProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoopDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType MarshalProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedMarshal MemberReference context Cast ReferenceType MarshalProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType MarshalDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType UnmarshalProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedUnmarshal MemberReference context Cast ReferenceType UnmarshalProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType UnmarshalDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType CircuitBreakerLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedCircuitBreakerLoadBalancer MemberReference context Cast ReferenceType CircuitBreakerLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType FailOverLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedFailoverLoadBalancer MemberReference context Cast ReferenceType FailOverLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RandomLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRandomLoadBalancer MemberReference context Cast ReferenceType RandomLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RoundRobinLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRoundRobinLoadBalancer MemberReference context Cast ReferenceType RoundRobinLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType StickyLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedStickyLoadBalancer MemberReference context Cast ReferenceType StickyLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType TopicLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedTopicLoadBalancer MemberReference context Cast ReferenceType TopicLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType WeightedLoadBalancer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedWeightedLoadBalancer MemberReference context Cast ReferenceType WeightedLoadBalancer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType LoadBalanceDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RecipientList BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRecipientList MemberReference context Cast ReferenceType RecipientList MemberReference target Cast ReferenceType RecipientListDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType Splitter BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSplitter MemberReference context Cast ReferenceType Splitter MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType SplitDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType MulticastProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedMulticast MemberReference context Cast ReferenceType MulticastProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SamplingThrottler BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSamplingThrottler MemberReference context Cast ReferenceType SamplingThrottler MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType Resequencer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedResequencer MemberReference context Cast ReferenceType Resequencer MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RollbackProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRollback MemberReference context Cast ReferenceType RollbackProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType StreamResequencer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedResequencer MemberReference context Cast ReferenceType StreamResequencer MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SetBodyProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSetBody MemberReference context Cast ReferenceType SetBodyProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType SetBodyDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RemoveHeaderProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRemoveHeader MemberReference context Cast ReferenceType RemoveHeaderProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RemoveHeadersProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRemoveHeaders MemberReference context Cast ReferenceType RemoveHeadersProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SetHeaderProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSetHeader MemberReference context Cast ReferenceType SetHeaderProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType SetHeaderDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RemovePropertyProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRemoveProperty MemberReference context Cast ReferenceType RemovePropertyProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType RemovePropertiesProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedRemoveProperties MemberReference context Cast ReferenceType RemovePropertiesProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SetPropertyProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSetProperty MemberReference context Cast ReferenceType SetPropertyProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType SetPropertyDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ExchangePatternProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSetExchangePattern MemberReference context Cast ReferenceType ExchangePatternProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ScriptProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedScript MemberReference context Cast ReferenceType ScriptProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType ScriptDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType StopProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedStop MemberReference context Cast ReferenceType StopProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ThreadsProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedThreads MemberReference context Cast ReferenceType ThreadsProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType ThrowExceptionProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedThrowException MemberReference context Cast ReferenceType ThrowExceptionProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType TransformProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedTransformer MemberReference context Cast ReferenceType TransformProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType TransformDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType PredicateValidatingProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedValidate MemberReference context Cast ReferenceType PredicateValidatingProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType ValidateDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType WireTapProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedWireTapProcessor MemberReference context Cast ReferenceType WireTapProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SendDynamicProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSendDynamicProcessor MemberReference context Cast ReferenceType SendDynamicProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType SendProcessor BlockStatement LocalVariableDeclaration ReferenceType SendProcessor VariableDeclarator sp Cast ReferenceType SendProcessor MemberReference target IfStatement BinaryOperation instanceof MethodInvocation sp getDestination ReferenceType LogEndpoint BlockStatement LocalVariableDeclaration ReferenceType LogEndpoint VariableDeclarator le Cast ReferenceType LogEndpoint MethodInvocation sp getDestination IfStatement BinaryOperation instanceof MethodInvocation le getLogger ReferenceType ThroughputLogger BlockStatement LocalVariableDeclaration ReferenceType ThroughputLogger VariableDeclarator tl Cast ReferenceType ThroughputLogger MethodInvocation le getLogger StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedThroughputLogger MemberReference context MemberReference tl MemberReference definition = End End IfStatement BinaryOperation == MemberReference answer Literal null BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedSendProcessor MemberReference context Cast ReferenceType SendProcessor MemberReference target MemberReference definition = End IfStatement BinaryOperation instanceof MemberReference target ReferenceType BeanProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedBeanProcessor MemberReference context Cast ReferenceType BeanProcessor MemberReference target MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType IdempotentConsumer BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedIdempotentConsumer MemberReference context Cast ReferenceType IdempotentConsumer MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType IdempotentConsumerDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType AggregateProcessor BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedAggregateProcessor MemberReference context Cast ReferenceType AggregateProcessor MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType AggregateDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType Enricher BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedEnricher MemberReference context Cast ReferenceType Enricher MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType EnrichDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType PollEnricher BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedPollEnricher MemberReference context Cast ReferenceType PollEnricher MemberReference target Cast ReferenceType org ReferenceType apache ReferenceType camel ReferenceType model ReferenceType PollEnrichDefinition MemberReference definition = IfStatement BinaryOperation instanceof MemberReference target ReferenceType org ReferenceType apache ReferenceType camel ReferenceType spi ReferenceType ManagementAware BlockStatement End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End End IfStatement BinaryOperation instanceof MemberReference definition ReferenceType LoadBalanceDefinition BlockStatement LocalVariableDeclaration ReferenceType LoadBalanceDefinition VariableDeclarator lb Cast ReferenceType LoadBalanceDefinition MemberReference definition IfStatement BinaryOperation instanceof MethodInvocation lb getLoadBalancerType ReferenceType CustomLoadBalancerDefinition BlockStatement StatementExpression Assignment MemberReference answer ClassCreator ReferenceType ManagedCustomLoadBalancer MemberReference context Cast ReferenceType LoadBalancer MemberReference target Cast ReferenceType LoadBalanceDefinition MemberReference definition = End End IfStatement BinaryOperation != MemberReference answer Literal null BlockStatement End IfStatement BinaryOperation instanceof MemberReference target ReferenceType DelegateProcessor BlockStatement StatementExpression Assignment MemberReference target Cast ReferenceType DelegateProcessor MemberReference target = End End",20,18,11,5,7,4
